date,prcp(mm/day),tmax(C),tmin(C),QObs(mm/d),user_data
2000-06-26,6.75,25.66,13.24,0.3013,"It rained quite heavily, leaving deep puddles around. Slow and still, the river's flow was almost unnoticeable."
2000-06-27,1.96,29.52,15.59,0.3964,"Enough rain fell to give the plants a good drink. Slow and still, the river's flow was almost unnoticeable."
2000-06-28,14.87,25.41,11.21,0.685,"A strong rainfall today, making the landscape feel lush and saturated. A smooth and gentle flow was visible in the river today."
2000-06-29,0.0,26.28,12.49,0.5359,"With no rain around, everything seems a bit dusty. A smooth and gentle flow was visible in the river today."
2000-06-30,9.14,25.71,12.57,0.4884,"A strong rainfall today, making the landscape feel lush and saturated. The river was barely moving; it seemed almost stagnant."
2000-07-01,11.74,18.54,9.52,0.7516,"It rained quite heavily, leaving deep puddles around. The river flowed gently, enough to keep the water clear."
2000-07-02,1.65,24.35,11.44,0.6184,"The rain today was steady but not overwhelming, just enough to freshen things up. The river moved along quietly, with a gentle, relaxed flow."
2000-07-03,0.0,27.84,13.57,0.4693,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
2000-07-04,8.7,21.31,15.93,0.4503,"A strong rainfall today, making the landscape feel lush and saturated. A calm river today, trickling at a very slow pace."
2000-07-05,3.21,25.69,10.91,0.4218,"A decent rainfall that left the ground well-soaked. Slow and still, the river's flow was almost unnoticeable."
2000-07-06,0.0,18.29,8.84,0.3393,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2000-07-07,0.0,22.69,9.05,0.2854,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-07-08,6.94,21.25,9.01,0.26,"The rain came down hard, flooding the usual spots. Slow and still, the river's flow was almost unnoticeable."
2000-07-09,4.81,21.43,7.16,0.2664,"The rain came down hard, flooding the usual spots. Slow and still, the river's flow was almost unnoticeable."
2000-07-10,5.02,22.71,9.31,0.26,"The rain came down hard, flooding the usual spots. The river looked quiet today, with hardly any flow."
2000-07-11,4.22,22.36,10.81,0.2759,"The rain poured down heavily, soaking everything in sight. A calm river today, trickling at a very slow pace."
2000-07-12,0.03,20.09,10.85,0.2632,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
2000-07-13,0.0,25.72,9.96,0.2315,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
2000-07-14,0.0,27.43,10.63,0.2125,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
2000-07-15,5.81,27.06,10.64,0.2061,"A strong rainfall today, making the landscape feel lush and saturated. Slow and still, the river's flow was almost unnoticeable."
2000-07-16,4.84,22.75,11.54,0.1934,"It rained quite heavily, leaving deep puddles around. The river looked quiet today, with hardly any flow."
2000-07-17,18.29,19.81,10.56,0.1934,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
2000-07-18,0.19,21.59,11.45,0.222,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2000-07-19,9.24,22.28,11.81,0.2378,"It rained quite heavily, leaving deep puddles around. A calm river today, trickling at a very slow pace."
2000-07-20,0.0,18.81,5.92,0.2315,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
2000-07-21,0.0,22.11,5.7,0.2061,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-07-22,7.38,23.24,8.07,0.203,"A strong rainfall today, making the landscape feel lush and saturated. The river looked quiet today, with hardly any flow."
2000-07-23,10.43,18.91,8.95,0.2759,"It rained quite heavily, leaving deep puddles around. The river was barely moving; it seemed almost stagnant."
2000-07-24,0.0,21.73,10.12,0.2822,A completely dry day—no signs of rain. The river was barely moving; it seemed almost stagnant.
2000-07-25,0.0,25.86,10.46,0.2347,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2000-07-26,0.0,27.11,10.62,0.2061,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
2000-07-27,0.0,26.61,10.76,0.1903,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
2000-07-28,2.78,18.6,11.79,0.1744,"Enough rain fell to give the plants a good drink. Slow and still, the river's flow was almost unnoticeable."
2000-07-29,0.0,24.18,12.97,0.1681,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
2000-07-30,0.0,26.44,14.2,0.1554,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
2000-07-31,0.0,23.07,10.66,0.1427,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
2000-08-01,0.0,24.64,10.31,0.1332,"With no rain around, everything seems a bit dusty. The river looked quiet today, with hardly any flow."
2000-08-02,2.66,23.23,12.39,0.1237,"Some steady rain brought a refreshing feel to the surroundings. The river looked quiet today, with hardly any flow."
2000-08-03,0.0,21.59,14.17,0.1173,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
2000-08-04,2.95,28.11,14.51,0.1173,"The rain today was steady but not overwhelming, just enough to freshen things up. The river was barely moving; it seemed almost stagnant."
2000-08-05,0.0,24.15,9.75,0.111,"With no rain around, everything seems a bit dusty. The river looked quiet today, with hardly any flow."
2000-08-06,0.0,21.55,10.09,0.1047,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
2000-08-07,2.64,24.85,11.45,0.0983,"A decent rainfall that left the ground well-soaked. The river looked quiet today, with hardly any flow."
2000-08-08,4.19,21.65,14.51,0.0983,"It rained quite heavily, leaving deep puddles around. The river was barely moving; it seemed almost stagnant."
2000-08-09,0.0,26.37,13.98,0.0983,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
2000-08-10,14.74,24.12,14.77,0.1015,"It rained quite heavily, leaving deep puddles around. A calm river today, trickling at a very slow pace."
2000-08-11,0.0,23.0,10.23,0.1078,"Skies were clear all day; no rain touched the ground. A calm river today, trickling at a very slow pace."
2000-08-12,0.0,24.9,10.3,0.1078,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
2000-08-13,0.0,24.6,10.55,0.0983,"Skies were clear all day; no rain touched the ground. Slow and still, the river's flow was almost unnoticeable."
2000-08-14,4.57,21.84,11.52,0.0951,"The rain came down hard, flooding the usual spots. The river was barely moving; it seemed almost stagnant."
2000-08-15,10.21,21.18,14.18,0.1015,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
2000-08-16,3.58,23.42,15.81,0.1078,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
2000-08-17,6.36,23.46,11.79,0.1142,"It rained quite heavily, leaving deep puddles around. Slow and still, the river's flow was almost unnoticeable."
2000-08-18,3.04,17.59,7.78,0.1142,"The rain today was steady but not overwhelming, just enough to freshen things up. A calm river today, trickling at a very slow pace."
2000-08-19,1.12,21.87,8.84,0.1173,"A bit of drizzle came down, just enough to be felt. The river was barely moving; it seemed almost stagnant."
2000-08-20,3.6,21.33,9.97,0.1173,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
2000-08-21,5.51,15.77,8.49,0.111,"The rain poured down heavily, soaking everything in sight. The river was barely moving; it seemed almost stagnant."
2000-08-22,0.65,22.2,7.19,0.111,"A bit of drizzle came down, just enough to be felt. A calm river today, trickling at a very slow pace."
2000-08-23,0.03,23.06,7.22,0.1078,"With no rain around, everything seems a bit dusty. A calm river today, trickling at a very slow pace."
2000-08-24,5.99,20.53,11.1,0.111,"The rain came down hard, flooding the usual spots. The river looked quiet today, with hardly any flow."
2000-08-25,0.74,21.94,11.03,0.1142,Barely any rain fell; it just barely dampened the ground. The river was barely moving; it seemed almost stagnant.
2000-08-26,0.0,24.88,11.91,0.1142,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
2000-08-27,0.0,27.08,12.27,0.1142,"Skies were clear all day; no rain touched the ground. The river looked quiet today, with hardly any flow."
2000-08-28,0.0,24.46,6.36,0.111,"A completely dry day—no signs of rain. A calm river today, trickling at a very slow pace."
2000-08-29,0.0,21.85,5.53,0.1015,"With no rain around, everything seems a bit dusty. Slow and still, the river's flow was almost unnoticeable."
2000-08-30,0.0,24.08,6.92,0.092,Skies were clear all day; no rain touched the ground. The river was barely moving; it seemed almost stagnant.
2000-08-31,0.77,26.23,11.94,0.0856,"The rain was so light, it hardly made a difference. A calm river today, trickling at a very slow pace."
2000-09-01,0.0,27.56,14.58,0.0856,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-09-02,14.74,30.14,11.73,0.0983,"The rain came down hard, flooding the usual spots. The river looked quiet today, with hardly any flow."
2000-09-03,14.26,13.54,11.33,0.1268,"The rain poured down heavily, soaking everything in sight. The river looked quiet today, with hardly any flow."
2000-09-04,17.38,20.8,11.33,0.222,"The rain poured down heavily, soaking everything in sight. Slow and still, the river's flow was almost unnoticeable."
2000-09-05,0.91,16.39,2.84,0.2791,"The rain was so light, it hardly made a difference. The river looked quiet today, with hardly any flow."
2000-09-06,0.0,14.75,0.68,0.222,"A completely dry day—no signs of rain. Slow and still, the river's flow was almost unnoticeable."
2000-09-07,0.0,18.87,0.58,0.1776,"Not a drop of rain today; it feels like the area could use some moisture. The river looked quiet today, with hardly any flow."
2000-09-08,0.0,22.37,4.73,0.1554,Not a drop of rain today; it feels like the area could use some moisture. The river was barely moving; it seemed almost stagnant.
2000-09-09,0.0,24.51,8.26,0.1395,"A completely dry day—no signs of rain. The river looked quiet today, with hardly any flow."
2000-09-10,0.0,23.29,4.89,0.1205,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
2000-09-11,0.0,23.43,5.63,0.111,"Not a drop of rain today; it feels like the area could use some moisture. A calm river today, trickling at a very slow pace."
2000-09-12,0.01,23.5,6.39,0.1015,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
2000-09-13,4.0,20.41,14.2,0.0983,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
2000-09-14,2.2,20.25,5.87,0.092,"The rain today was steady but not overwhelming, just enough to freshen things up. The river was barely moving; it seemed almost stagnant."
2000-09-15,0.0,22.25,6.47,0.0951,"With no rain around, everything seems a bit dusty. The river was barely moving; it seemed almost stagnant."
2000-09-16,13.02,16.65,8.1,0.1078,"The rain poured down heavily, soaking everything in sight. The river was barely moving; it seemed almost stagnant."
2000-09-17,0.0,13.84,5.57,0.111,"Not a drop of rain today; it feels like the area could use some moisture. Slow and still, the river's flow was almost unnoticeable."
2000-09-18,3.75,14.01,7.6,0.111,"The rain came down hard, flooding the usual spots. A calm river today, trickling at a very slow pace."
